年号,月,ウ,日,グレゴリオ暦,地域,天変地異などの記事,原出典,掲載書誌
文明09,11,0,16,14771230,大和,出雲庄、損免、検注使明恩・春阿弥両人下向之由、奉行申之、,尋尊大僧正記82,大乗院寺社雑事記6
文明09,11,0,20,14780103,大和,高田庄、百姓等参申、給主田損免事申入之、,尋尊大僧正記82,大乗院寺社雑事記6
文明09,11,0,24,14780107,大和,横田庄、八十四石御米損免二十六石給之、得五十八石、…,尋尊大僧正記82,大乗院寺社雑事記6
文明09,12,0,2,14780114,大和,菅井庄より人進之、早々御使可被下之云々、就給主申入之、,尋尊大僧正記82,大乗院寺社雑事記6
文明09,12,0,8,14780120,大和,若槻庄、当年損免、三十石給之、去年ハ卅五石給之了、御米早々可沙汰之由仰了、…,尋尊大僧正記82,大乗院寺社雑事記6
文明09,12,0,10,14780122,大和,小雪、東山在之、大寒也、,尋尊大僧正記82,大乗院寺社雑事記6
文明09,12,0,12,14780124,大和,若槻庄、百十六石四斗之内／…三十石 御免／…,尋尊大僧正記82,大乗院寺社雑事記6
文明10,1,0,10,14780221,大和,小吉田庄、去年水損之由、歎申子細在之間、成奉書了、凡公事物事、并人夫・馬事、歎申条、不得其意事也、,尋尊大僧正記83,大乗院寺社雑事記6
文明10,1,0,10,14780221,大和,［相模寺主泰弘書状 成就院法橋宛］依小吉田庄去年水損、歎申間、自当年戌戌、至来子歳三ケ年分、人夫・伝馬事、可有御故実候、於庄下、諸公事悉以有限分、可致其沙汰之由、可有御下知立野之由、可申旨被仰出候也、,尋尊大僧正記83,大乗院寺社雑事記6
文明10,1,0,13,14780224,大和,向淵講餅二百廿枚也、依去年水損、二十枚減少之由也、来年分堅如本々可沙汰旨、以定使、百姓等言上之、不可叶旨返事、但此分、供衆ニ可披露旨仰了、小山戸庄分十枚同減少、合三十枚不足云々、惣供衆ヲ少令減少、曳之了、…,尋尊大僧正記83,大乗院寺社雑事記6
文明10,2,0,2,14780315,大和,小吉田庄、役風呂在之、依去年水損、三十疋沙汰云々、仍行事人夫一人申請之、,尋尊大僧正記83,大乗院寺社雑事記6
文明10,3,0,16,14780427,大和,自夜前、大雨下、,尋尊大僧正記83,大乗院寺社雑事記6
文明10,4,0,9,14780520,山城,（端裏書）「大巷所川成検知注進 文明十年四月九日」…合 去年分／一貫五百文 川成 弥六／（他14筆省略）以上六貫弐百十一文、,大巷所検知注進状,教王護国寺文書6-1845
文明10,5,0,12,14780621,大和,雨下（11日）、大雨下（12～15日）、,尋尊大僧正記84,大乗院寺社雑事記6
文明10,5,0,13,14780622,大和,諸方洪水、非言語所覃云々、,東院年中行事記,大日本史料8-10
文明10,5,0,13,14780622,肥後,依前代未聞之洪水、此橋流落訖、,阿蘇学頭坊文書,大日本史料8-10
文明10,5,0,13,14780622,京都,甚雨下、近日無休止、所々洪水、過法云々、,親長卿記2,増補史料大成42
文明10,5,0,13,14780622,京都,大水出也、…五条橋ヲチカヽル間、馬、人少々カヘシ了、,言国卿記3,史料纂集
文明10,5,0,13,14780622,越後,大水、三星出、歳星大隠害気星、,宝林寺年代記,南魚沼市舞子
文明10,5,0,17,14780626,京都,霪雨至昨…所々洪水云、,続史愚抄中篇40,新訂増補国史大系
文明10,5,0,18,14780627,大和,雨下雪18日、小雨19日、小雨下21日、雨下22・23日,尋尊大僧正記84,大乗院寺社雑事記6
文明10,5,0,20,14780629,大和,狛野地子収納之料下人ヲ之処、洪水以之外之間、不叶空帰了、…,多聞院日記1,角川書店
文明10,5,0,25,14780704,京都,依洪水、所々堤共切損之由、,東院年中行事記,大日本史料8-11
文明10,6,0,27,14780804,大和,初夜時分、半時ハカリ大雨降了、件ノ相論水、定而不及用之歟、不知之、今夜後夜ヲ限ニ、三万度ヲ奈良中南北郷民祈雨立願云々、彼之効験歟…／能登・岩井両河用水之決判巻物、別会之櫃ニ奉納之由、銘ニ在之、,多聞院日記1,角川書店
文明10,7,0,1,14780808,大和,国中并東西之山内ハ、甘雨十分也、然而、奈良中、聊依炎天、雨不満足之間、明日二日ヨリ西室卅頌祈雨、可沙汰之由、昨日学侶一決、,多聞院日記1,角川書店
文明10,7,0,5,14780812,大和,大雨下、,尋尊大僧正記85,大乗院寺社雑事記6
文明10,7,0,22,14780829,大和,大雨下、,尋尊大僧正記85,大乗院寺社雑事記6
文明10,7,0,29,14780905,大和,明日祈雨、甘雨下之間、可有略之由、令下知了、,多聞院日記1,角川書店
文明10,8,0,1,14780906,京都,雨下、近日炎旱、万民愁傷之処、甘雨歟、,親長卿記2,増補史料大成42
文明10,8,0,4,14780909,大和,夜雪、雨下、,尋尊大僧正記85,大乗院寺社雑事記6
文明10,8,0,7,14780912,大和,自来九日、西室卅頌祈雨、可有沙汰之由、事書廻之処、雨降間、被略了、,多聞院日記1,角川書店
文明10,8,0,7,14780912,大和,雨乞、一万度立願、南北郷民沙汰也、,尋尊大僧正記85,大乗院寺社雑事記6
文明10,8,0,8,14780913,大和,雨下、自夜前也、祈雨故也、,尋尊大僧正記85,大乗院寺社雑事記6
文明10,8,0,24,14780929,大和,小林庄、百姓等参上、念仏日供事、可半分沙汰云々、其故ハ、箸尾郷作毛、及半分云々、不可叶旨、加下知、猶以歎申入之間、一臈所ニ召仕之、種々問答不可叶旨加下知云々、不可然申状也、,尋尊大僧正記85,大乗院寺社雑事記6
文明10,10,0,23,14781126,大和,若槻庄、損免、卅三石給之、,尋尊大僧正記86,大乗院寺社雑事記6
文明10,10,0,24,14781127,大和,羽津里井、免、五石給之、,尋尊大僧正記86,大乗院寺社雑事記6
文明11,0,0,0,14790201,世間,世ノ中ハ半分吉、兄弟契約無限、,妙法寺記,富士吉田市史資料叢書10
文明11,1,0,1,14790201,天下,雨下、雷電、＜後日ニ聞之、吉野上御前ニ落了、未聞先例、天下凶歟云々、并書写山大塔炎上、元日也、雷火云々＞,尋尊大僧正記87,大乗院寺社雑事記6
文明11,1,0,7,14790207,京都,大風、雷震、,宣胤卿記,日本震災凶饉攷
文明11,2,0,9,14790311,大和,依雨下、薪猿楽無之、修（終）日雨也、…,尋尊大僧正記87,大乗院寺社雑事記6
文明11,5,0,20,14790619,加賀,［勧修寺教秀勘返状 同通秀宛］炎暑超例候、此辺雖御浦山敷候樹陰竹林等候、猶以無術計候、,十輪院内府記裏文書,加能史料戦国1
文明11,6,0,7,14790705,山城,［室町幕府奉行人奉書 当社雑掌宛］松尾社境内用水通路事、西岡輩依掘新溝、去寛正二年被経御沙汰、任康暦二年郷々請文、於石塔口、可通彼用水之旨、被成奉書之処、今度一乱中、任雅意、重構新儀条、其咎不軽、所詮、度々証文分明之上者、如元、可被加下知、若猶有違乱族者、可被処罪科之由、所被仰下也、仍執達如件、,松尾神社文書2,室町幕府文書集成1162
文明11,6,0,7,14790705,山城,［室町幕府奉行人奉書 当郷々名主沙汰人中宛］松尾社雑掌申、当社境内用水通路事、去寛正二年被経御沙汰、任康暦二年久世・寺戸・河嶋・富田・下桂等五郷請文、於石塔口、可通彼用水旨、御成敗之処、今度一乱中、立還掘新溝之条、其咎不軽、所詮、度々証文分明之上者、如元、石塔口可通溝、若猶有違乱之族者、可被処罪科之由、被仰出候也、仍執達如件、,東寺百合文書を2,室町幕府文書集成1163
文明11,8,0,1,14790827,京都,炎旱、以外也、五月以来炎旱、…（15日条）草木枯槁、農業休、以外事也、,晴富宿禰記,大日本史料8-11
文明11,8,0,3,14790829,京都,炎旱、以外事也、,親長卿記2,大日本史料8-11
文明11,8,0,10,14790905,京都,今度依旱魃、近所郷民等、堀川之河、可掘之、,廿一口方評定引付,大日本史料8-11
文明11,8,0,10,14790905,京都,［廿一口方評定引付 第16冊］一、為祈雨、来十二日、於西院、千返陀羅尼可有之、,東寺百合文書天地,大日本史料8-11
文明11,8,0,11,14790906,京都,民間、有炎旱愁、云々、,後法興院政家記,大日本史料8-11
文明11,8,0,15,14790910,関東,大風、別シテ関八州大風、,異本塔寺長帳,大日本史料8-11
文明11,8,0,24,14790919,京都,数十ケ日炎旱、其内、夕立等雖有之、還而猶野菜枯尽、,晴富宿禰記,大日本史料8-11
文明11,8,0,26,14790921,京都,大風、殿屋傾倒す、,宣胤卿記,日本震災凶饉攷
文明11,8,0,26,14790921,山城,［室町幕府奉行人奉書 久世上下庄名主沙汰人中宛］石清水八幡宮領山城国西庄用水事、自往古定置在所之処、今度猥為当所名主沙汰人等張本、相構新井於神領上云々、事実者、太招其咎歟、既先年如此致濫吹之間、被棄破訖、所詮、速如先々、可致其沙汰、若令難渋者、可被処罪科之由、被仰出候也、,東寺百合文書を3,室町幕府文書集成1176
文明11,8,0,26,14790921,山城,［室町幕府奉行人奉書 石原庄名主沙汰人中宛］石清水八幡宮領山城国西庄用水事、自往古定置在所之処、今度猥相構新井於神領上云々、事実者、言語道断之次第也、先年既如此致濫吹之間、被棄破畢、然重致興行条、罪科難遁者也、所詮、如先々、可致其沙汰之由、被仰出候也、仍執達如件、,東寺百合文書を3,室町幕府文書集成1177
文明11,10,0,19,14791211,山城,女御田谷内検帳之事／…五斗 当損免…,山城国女御田谷内検注進状,教王護国寺文書6-1856
文明11,11,0,18,14800108,豊後,豊後万寿寺地陥、忽成池、,続史愚抄中篇40,新訂増補国史大系
文明12,0,0,0,14800220,駿河,年々不作、困窮、,大平年代記,沼津資料集成8
文明12,1,0,7,14800226,陸奥,大風、雷鳴、,加納年代記,石巻の歴史1
文明12,1,0,7,14800226,京都,大風、雷鳴動、,和漢合運,後鑑228
文明12,1,0,7,14800226,大和,（八日条）夜前、大雨、雷電、光物飛了、自戌亥、行辰巳云々、,大乗院旧記,後鑑228
文明12,1,0,7,14800226,京都,向夜、雷鳴、暴雨、,続史愚抄中篇40,新訂増補国史大系
文明12,2,0,11,14800331,京都,大風発屋、慶雲院＜在相国寺去年新造＞倒、,続史愚抄中篇40,新訂増補国史大系
文明12,2,0,11,14800331,京都,雨下、風吹、雷鳴、,長興宿禰記,日本の気象史料
文明12,2,0,24,14800413,大和,夜前大霜、,尋尊大僧正記補遺9,大乗院寺社雑事記12
文明12,3,0,10,14800428,山城,［室町幕府奉行人奉書 松尾社神主殿宛］山城国西岡十一郷給主等申、桂川用水溝事、去年為社家雖被埋之、為作毛煩之間、就歎申、毎度被成奉書無相違上者、於彼溝者、如元堀通之、郷々可全耕作之由、被仰出候也、仍執達如件、,松尾神社文書3,室町幕府文書集成1217
文明12,3,0,10,14800428,山城,［室町幕府奉行人奉書 西岡十一郷給主中宛］山城国西岡十一郷給主等申、桂川用水溝事、去年為松尾社家雖被埋之、為作毛就有其煩、歎申之間、任度々御成敗奉書之旨、至水路者、如元堀通之、郷々可全耕作之由、被仰出候也、仍執達如件、,東寺百合文書を4,室町幕府文書集成1218
文明12,3,0,17,14800505,大和,昨日、横田庄沙汰人参申、去年御米鳥屋方損免以下、引物在之間、御米不足、猶以為百姓可沙汰云々、不得其意、此子細一旦可仰届也、定不可承引上ハ、逃散可然旨、仰付之了、,尋尊大僧正記92,大乗院寺社雑事記7
文明12,4,0,10,14800528,大和,大風、夜雨下、,尋尊大僧正記93,大乗院寺社雑事記7
文明12,4,0,26,14800613,京都,雨下、申刻大風吹、片時一通甚吹、洛中人々家破損、徳大寺右幕下第過半吹損、人馬被吹懲之由有沙汰、希事也、,長興宿禰記中,改定史籍集覧24
文明12,4,0,26,14800613,京都,颷風、破舎屋、,続史愚抄中篇40,新訂増補国史大系
文明12,6,0,3,14800719,大和,自三日、七ケ日、祈雨三十頌在之云々、今日三方神人等、祈雨事在之云々、,尋尊大僧正記93,大乗院寺社雑事記7
文明12,6,0,10,14800726,山城,雨下、四時ヨリ、地下悦也、,山科家礼記3,史料纂集
文明12,6,0,10,14800726,大和,今日、祈雨三方入云々、雨下了、,尋尊大僧正記93,大乗院寺社雑事記7
文明12,6,0,14,14800730,大和,大川用水事、条々、…／雨下テ用水破了、ニコリ水之間ハ、札ヲ不立者也、水スミテ後、又札立之、…,尋尊大僧正記93,大乗院寺社雑事記7
文明12,6,0,18,14800803,京都,民間、有炎旱之愁、云々、,後法興院政家記,大日本史料8-12
文明12,6,0,18,14800803,大和,祈雨、観音経同音三百卅三巻、…,尋尊大僧正記93,大乗院寺社雑事記7
文明12,6,0,22,14800807,京都,自暁雨下、近日、有炎旱之愁、甘雨歟、但如夕立雷鳴、,親長卿記2,増補史料大成42
文明12,7,0,28,14800911,大和,大雨下、,尋尊大僧正記94,大乗院寺社雑事記7
文明12,8,0,2,14800915,美濃,故滋野井侍従実種＜去月ニ［　］於濃州逝去云々、自六月廿八日、風気相労之処、無才之医師称虫之所労令［　］治、療治相違之間、俄令増気、終以逝去者也、当年廿歳、＞,実隆公記1下,続群刊行会本
文明12,8,0,26,14801009,京都,大風、殿屋顚倒（宣胤卿記）、,野史,日本の気象史料
文明12,9,0,11,14801023,大和,若槻庄、毛見使事、沙汰人参申、,尋尊大僧正記94,大乗院寺社雑事記7
文明12,9,0,13,14801025,京都,雨下、土一揆同前、,宣胤卿記1,後鑑228
文明12,9,0,14,14801026,大和,松南院領之内、味間分毛見之、木阿参上、其次、出雲庄毛見了、,尋尊大僧正記94,大乗院寺社雑事記7
文明12,9,0,23,14801104,大和,楊本庄、百姓并下司代参上、損免事申入之、不可叶旨仰了、,尋尊大僧正記94,大乗院寺社雑事記7
文明12,9,0,24,14801105,大和,楊本庄、百姓等種々歎申間、二十石分免可給之之由仰了、且畏入之由、退出云々、,尋尊大僧正記94,大乗院寺社雑事記7
文明12,9,0,26,14801107,京都,松林院僧正来、京都徳政事、初ハ本利一向不及其沙汰、無理取也、其後ハ本銭計ニテ返弁、何も五ケ年・三ケ年流賃物共取返之云々、無法量者也云々、北里令隠雑物、徳政事色々雑説云々、然而夜九時分、土民寄来、観禅院早鐘槌之、無殊儀者也、,尋尊大僧正記94,大乗院寺社雑事記7
文明12,9,0,28,14801109,大和,靹田祭之餅…依炎旱、七斗分不足故…,尋尊大僧正記94,大乗院寺社雑事記7
文明12,10,0,4,14801114,大和,倉庄、百姓等参申、佃方損免事申入之、重々令問答了、,尋尊大僧正記95,大乗院寺社雑事記7
文明12,10,0,5,14801115,大和,楊本百姓等、昨日・今日参申、先日二十石分損免給之、其余不可叶旨仰了、,尋尊大僧正記95,大乗院寺社雑事記7
文明12,10,0,14,14801124,大和,倉庄、佃十八石五斗之内、八石五斗免給之了、昨日書下了、,尋尊大僧正記95,大乗院寺社雑事記7
文明12,10,0,20,14801130,大和,楊本庄百姓・代官参申、損免事、色々申之、先日二十石分可給之由仰之、今日又歎申入間、十石分加増了、,尋尊大僧正記95,大乗院寺社雑事記7
文明12,10,0,21,14801201,大和,出雲庄、損免事、大西方より申入之、代官西下司也云々、大綱申分、荒田八丁・六十四石御米減少、此外五十六石ニ、三分二分、損免申之云々、沙汰外事也、,尋尊大僧正記95,大乗院寺社雑事記7
文明12,10,0,23,14801203,京都,京都七口新関、悉以自土民方破之了、珍重々々、号大裏修理料、此間被召御台了云々、,尋尊大僧正記95,大乗院寺社雑事記7
文明12,11,0,2,14801212,大和,若槻庄、当年御米事、百十六石四斗之内／…七十四石七斗五升五合、当年免、…,尋尊大僧正記95,大乗院寺社雑事記7
文明12,12,0,27,14810205,加賀,十二月四日ヨリ、至廿七日＜土用中大雪、近代未聞＞、,白山宮荘厳講中記録,加能史料戦国1
文明13,0,0,0,14810208,天下,此年、疫病天下ニ流行ス、人病ミ、死事無限、,妙法寺記,富士吉田市史資料叢書10
文明13,0,0,0,14810208,加賀,［臨川寺領加賀国大野荘文明十四年分年貢算用状］…（分米抹消）赤土村道妙号去年損免引申、,鹿王院文書,加能史料戦国2
文明13,1,0,27,14810306,大和,去年以来、至近日、雪連々下了、凡希代事也、当年吉、不吉歟、不知之云々、,尋尊大僧正記96,大乗院寺社雑事記7
文明13,4,0,28,14810604,大和,大雨下、,尋尊大僧正記97,大乗院寺社雑事記7
文明13,6,0,4,14810709,京都,民間、有炎旱愁云々、,後法興院記,大日本史料8-13
文明13,6,0,8,14810713,京都,近日、炎旱之間、自今日、於北面水天、真言三百反可被満云々、,東寺百合文書,大日本史料8-13
文明13,6,0,12,14810717,京都,近日、炎旱以外事云々、,宣胤卿記1,大日本史料8-13
文明13,6,0,13,14810718,大和,就祈雨倫旨到来、…自寺務、七大寺以下、如例相触之、去八日倫旨、,尋尊大僧正記97,大乗院寺社雑事記7
文明13,6,0,14,14810719,京都,自去暁雨下、為農耕、万民之所楽也、,宣胤卿記1,増補史料大成44
文明13,7,0,21,14810825,大和,今暁大雨下、日中晴、夕部大雨下、（18日・21日・23日、大雨下）,尋尊大僧正記99,大乗院寺社雑事記7
文明13,8,0,27,14810929,加賀,（年次は推測）［沢井慶洞書状 祇園社執行宝寿院宛］就社領御年貢、態信行御下候、御状委細拝申候、仍萱野（河北郡）之事者、当年日やけと申、六月十四日、洪水殊外処、又八月八日、大風・大水にて、悉田地流失候、御年貢少事もあるまじく候、殊ニ今時分、少も人物を不借候、,八坂神社文書,加能史料戦国2
文明13,9,0,13,14811015,大和,風雨、,尋尊大僧正記99,大乗院寺社雑事記7
文明13,10,0,15,14811115,大和,若槻庄、損免、卅五石分、可申之由申云々、不可叶旨加下知旨、奉行申入之、,尋尊大僧正記100,大乗院寺社雑事記7
文明13,10,0,17,14811117,山城,上久世庄、東代流田内検帳之事／…／［　 ］名 弐段 半捨 公［  ］／（以下11筆略）,山城国上久世庄東代流田内検注進状,教王護国寺文書6-1870
文明13,10,0,28,14811128,山城,鳥羽六段半田地之内壱段、近年河成、残五反半御年貢米事／合四石六斗七升五合者…弐斗八升 損免…,山科家礼記4,史料纂集
文明13,10,0,30,14811130,大和,出雲庄、百廿石御米内、損免半分之由、両下司申入之、不可叶旨仰了、,尋尊大僧正記100,大乗院寺社雑事記7
文明13,11,0,1,14811201,大和,出雲庄、損免、五十石給之、得七十石也、不可説事也、,尋尊大僧正記100,大乗院寺社雑事記7
文明13,11,0,7,14811207,大和,若槻庄、免三十四石三斗給之之由奉行申、,尋尊大僧正記100,大乗院寺社雑事記7
文明13,11,0,23,14811223,大和,倉庄佃米、免七石給之云々、残十一石五斗之内…,尋尊大僧正記100,大乗院寺社雑事記7
文明13,11,0,27,14811227,越前,近日、大雪之間、不及合戦、春可有合戦歟云々、,尋尊大僧正記100,加能史料戦国2
文明14,0,0,0,14820129,甲斐,此年ハ大風度々吹、サクモウ悪クシテ、飢渇也、人民多ク病死、大水出ル事無限、,妙法寺記,富士吉田市史資料叢書10
文明14,0,0,0,14820129,肥後,疫病有て、品々の祈祷有と申せとも、無平癒、,肥後古記集覧,大日本史料8-14
文明14,0,0,0,14820129,山城,注進 御燈田御年貢＜文明十四壬寅＞散用状之事／…七斗一升五合＜当損免段別一斗三升宛＞…／七斗五升 当損免 段別一斗五升宛…,鎮守八幡宮常燈田年貢散用状,教王護国寺文書6-1881
文明14,2,0,14,14820312,大和,雨雪、,尋尊大僧正記101,大乗院寺社雑事記7
文明14,2,0,18,14820316,備中,［伊勢貞固書状］（年次は推定）新見庄年貢事…地下人損亡事、過分申候とて、年貢無到来候間、言語道断曲事之由申、,東寺百合文書り128,岡山県史20-938
文明14,2,0,21,14820319,大和,夕方、大雨風、,尋尊大僧正記101,大乗院寺社雑事記7
文明14,4,0,5,14820501,大和,大霜下、,尋尊大僧正記102,大乗院寺社雑事記7
文明14,4,0,8,14820504,大和,風雨、珍事、,尋尊大僧正記102,大乗院寺社雑事記7
文明14,5,0,17,14820612,京都,雨下、近日、炎旱、民愁之処、甘雨歟、,親長卿記2,増補史料大成42
文明14,5,0,25,14820620,能登,自五月廿五日、六月十一日マテ洪水、,永光寺年代記,加能史料研究2
文明14,5,0,25,14820620,信濃,五月廿五日より大雨降、晦日大水増、大町十日市場安国寺押流、栗林両郷作毛田畠供押流、人類牛馬家篭押流…大町水海成、人馬出入十日許絶候、,守矢満実書留,大日本史料8-14
文明14,5,0,29,14820624,京都,甚雨下、処々洪水云々、,後法興院記,大日本史料8-14
文明14,5,0,29,14820624,京都,甚雨、処々洪水云々、,親長卿記2,増補史料大成42
文明14,5,0,29,14820624,大和,希有大雨下、,尋尊大僧正記102,大乗院寺社雑事記7
文明14,6,0,0,14820625,丹波,大洪水、人多死、,天寧寺年代記,東大影写本
文明14,6,0,0,14820625,諸国,西国、北国、洪水、,続本朝通鑑,日本の気象史料
文明14,6,0,0,14820625,武蔵,武州洪水、,松屋筆記,日本の気象史料
文明14,6,0,1,14820625,京都,水ゆへ、おとこたちしこうなくて…（大風雨の記事あいつぐ）、,東山御文庫記録,大日本史料8-14 
文明14,6,0,1,14820625,大和,大雨、以外事也、在々所々破損、珍事不可過之、既及十ケ日計、大雨下、於岩井河、人一両人生涯了、,尋尊大僧正記102,大乗院寺社雑事記7
文明14,6,0,1,14820625,京都,今日之公事銭、同人夫、依洪水、不上、,東寺百合文書,大日本史料8-14
文明14,6,0,2,14820626,京都,雨下、雖為請取番、依洪水、通路不叶、仍不参、,親長卿記2,増補史料大成42
文明14,6,0,7,14820701,山城,今度大水ニ、山城水垂里、大略流了、大和衆令迷惑、引退西岡辺、武具共悉以失之了、不運至也、,尋尊大僧正記102,大乗院寺社雑事記7
文明14,6,0,12,14820706,京都,雨下、近日、降雨不休、窮民愁傷云々、,親長卿記2,増補史料大成42
文明14,6,0,13,14820707,京都,上久世荘、今度依洪水、西田井、東田井溝共埋、田地損失之間、,東寺百合文書,大日本史料8-14
文明14,6,0,17,14820711,信濃,四方大増水間、社参郡内男女共無是、,守矢満実書留,大日本史料8-14
文明14,6,0,29,14820723,京都,大風吹、甚雨下、処々破損、難治也、,親長卿記2,増補史料大成42
文明14,7,0,21,14820814,近江,於天王、雨乞、,近江栗太郡誌,旱魃霖雨史料
文明14,7,0,21,14820814,大和,雨乞一万度、両郷立之云々、,尋尊大僧正記103,大乗院寺社雑事記7
文明14,7,1,10,14820902,大和,南北郷一万度＜南円堂・春日御間也＞、郷々燈籠在之、,尋尊大僧正記103,大乗院寺社雑事記7
文明14,7,1,19,14820911,京都,入夜、暴風超過、所々破烈云々、,塵介記,大日本史料8-14
文明14,7,1,19,14820911,京都,雨下、大風吹、入夜風猶烈、予亭破損過法、但所々吹損云々、,親長卿記2,増補史料大成42
文明14,7,1,19,14820911,京都,雨下、入夜大風吹、人屋所々吹破、以外大風也、,長興宿禰記下,改定史籍集覧24
文明14,7,1,19,14820911,京都,自酉刻、風吹、入夜大風吹、処々吹破、以外事也、,後法興院記,日本凶荒史考
文明14,7,1,19,14820911,京都,夜に入て大風、雨ふる、四あしのもん、そのほかふきやふる、けかき程の風なり、せけんは猶さりならすふきやふるよしきこゆ、,御湯殿上日記,日本凶荒史考
文明14,7,1,19,14820911,大和,大雨下、風、（20日、夜雨下、大雨也）,尋尊大僧正記103,大乗院寺社雑事記7
文明14,7,1,19,14820911,京都,今日風雨、入夜亥刻大風、斎屋屏以下所々吹損…惣而所々破損、言語同断次第云、,資益王記,日本の気象史料
文明14,7,1,19,14820911,京都,大風発屋、稲荷中社倒、因奉遷神体於上社、又二階社旅所等倒、,続史愚抄中篇40,新訂増補国史大系
文明14,7,1,25,14820917,信濃,御射山上増大雨降、夜入テ御上有、次日も大雨、大風吹、未時迄皆々宿吹破、社参人馬カヨイモ絶、,守矢満実書留,日本凶荒史考
文明14,7,1,25,14820917,大和,夜後夜以後、大雨風、,尋尊大僧正記103,大乗院寺社雑事記7
文明14,7,1,26,14820918,京都,こよひも大雨ふる、,御湯殿上日記,日本凶荒史考
文明14,7,1,28,14820920,京都,晴陰、入夜、大風甚雨、所々又吹損、超過去十九日了、,親長卿記2,増補史料大成42
文明14,7,1,28,14820920,京都,風雨甚、及天明猶吹、処々吹損云々、,後法興院記,日本凶荒史考
文明14,7,1,29,14820921,京都,あか月、又雨風ふく、,御湯殿上日記,日本凶荒史考
文明14,7,1,29,14820921,大和,大風、大雨、,大乗院日記目録3,大乗院寺社雑事記12
文明14,8,0,1,14820922,上野,川々洪水、,赤城山年代記,赤城神社奉讃会
文明14,8,0,16,14821007,大和,綸旨・長者宣到来、左少弁奉也、春日社・七大寺御祈祷也、風雨難云々、,大乗院寺社雑事記,元興寺編年史料中
文明14,8,0,16,14821007,大和,綸旨到来、風雨事、,大乗院日記目録3,大乗院寺社雑事記12
文明14,9,0,4,14821025,大和,楊本庄、百姓等両三人参申、…依風損、免事申入之、返事、沙汰外之由仰了、,尋尊大僧正記103,大乗院寺社雑事記7
文明14,9,0,7,14821028,大和,神殿庄、算田事、…近来川成之由申、以外儀也云々、仍定使并中司可出之之由、仰給主方、,尋尊大僧正記103,大乗院寺社雑事記7
文明14,9,0,28,14821118,諸国,御山荘御要脚…依洪水、当年…迷惑候事者、諸国平均候歟、,古文書,大日本史料8-14 
文明14,10,0,13,14821202,大和,若槻庄、損免事、去年分ニ五石増給之、合三十九石五斗損免ニ給之、巨細条々、仰奉行了、,尋尊大僧正記104,大乗院寺社雑事記7
文明14,10,0,30,14821219,大和,倉庄、御免七石二斗給之、,尋尊大僧正記104,大乗院寺社雑事記7
文明14,11,0,9,14821228,備中,［最勝光院方評定引付］一、自新見庄損亡之注進状、自伊勢弾正方送之間、披露之処、…損亡三分二損之由、百姓申候、乍去、半分以通、百姓コシラヘ可申候旨申候、,東寺百合文書け36,岡山県史20-1203
文明14,11,0,18,14830106,大和,楊本百姓等、昨日・今日参申、風損之由申入之、不可叶之由仰了、,尋尊大僧正記104,大乗院寺社雑事記7
文明14,11,0,26,14830114,北国,自北国書状到来、両人方より十一日日付也、損免事、百姓申趣也、,尋尊大僧正記104,大乗院寺社雑事記7
文明14,11,0,27,14830115,山城,注進 上久世庄年貢米之事 …／損免 参拾石、,山城国上久世庄年貢米算用状并未進徴符集,教王護国寺文書7-2025
文明14,11,0,27,14830115,摂津,［榎木吉重書状］（年次は推定）…当年事ハ御領（垂水庄）内堤、此一乱之間、東西切候、よつて当年大水両三度まて入候て、一向ニ所務不仕間、…御侘事可申候へ共、…,東寺百合文書ｱ71,吹田市史5-655
文明14,12,0,0,14830118,加賀,［臨川寺領加賀国大野荘文明十四年分年貢算用状］…玖斗漆升捌合 示野村守近名河頽分也、,鹿王院文書,加能史料戦国2
文明14,12,0,0,14830118,加賀,［臨川寺領加賀国大野荘文明十四年分年貢算用状］…壱斛玖斗四升四合 同（示野）村藤七名散田壱段、河頽之由難（歎）申間、沙汰人相共検地処分明間、除之、捌斗代延定也、,鹿王院文書,加能史料戦国2
文明14,12,0,0,14830118,加賀,［臨川寺領加賀国大野荘文明十四年分年貢算用状］…肆斛伍斗漆升六合、西条散佃参段、六斗代延定、依無用水、此間令不作、其段、番頭・百姓等以起請文申間、除之、,鹿王院文書,加能史料戦国2
文明14,12,0,0,14830118,加賀,［臨川寺領加賀国大野荘文明十四年分年貢算用状］…弐斛肆斗参升壱合、同村（西条）散佃弐段、陸斗代延定、依無用水、此間不作、子細同前、,鹿王院文書,加能史料戦国2
文明14,12,0,0,14830118,加賀,［臨川寺領加賀国大野荘文明十四年分年貢算用状］…拾弐斛参斗弐升、赤土村辻王名内、円楽寺河堀之時、損分田七段、捌斗代延定、但無用水間、六段畠成、壱段者、被堀破間、下地失畢、,鹿王院文書,加能史料戦国2
文明14,12,0,0,14830118,加賀,［臨川寺領加賀国大野荘文明十四年分年貢算用状］…拾壱斛漆斗参升五合八勺、赤土村・無量寺村・西安原村之散田、不作・河成、以起請文注進之間、免許之、,鹿王院文書,加能史料戦国2
文明14,12,0,0,14830118,加賀,［臨川寺領加賀国大野荘文明十四年分年貢算用状］…陸斛陸斗参升九合九勺一才、円楽寺分野老塚村友包四分三、同宇禰田散田三段卅代、依不作、御免、…,鹿王院文書,加能史料戦国2
